Flight No.,,Launch site,Payload,Payload mass,Orbit,Customer,Launch outcome,,Version Booster,Booster landing,Date,Time
36,,VAFB,Formosat-5,475 kg,SSO,NSPO,"Success
",,F9 FT,Success,25 June 2017,23:38
37,,KSC,Boeing X-37B,"4,990 kg",LEO,USAF,"Success
",,F9 FT,Success,5 July 2017,16:31
38,,VAFB,Iridium NEXT,"9,600 kg",Polar,Iridium Communications,"Success
",,F9 FTB1029.2,Success,14 August 2017,18:51
39,,KSC,SES-11,"5,200 kg",GTO,SES S.A.,"Success
",,F9 FT,Success,24 August 2017,14:00
40,,KSC,Koreasat 5A,"3,500 kg",GTO,KT Corporation,"Success
",,F9 FT,Success,7 September 2017,12:37
41,,Cape Canaveral,SpaceX CRS-13,"2,205 kg",LEO,NASA,"Success
",,F9 B4,Success,9 October 2017,22:53:00
42,,VAFB,Iridium NEXT,"9,600 kg",Polar,Iridium Communications,Success,,F9 FT,Controlled,11 October 2017,19:34
43,,CCAFS,Zuma,C,LEO,Northrop Grumman,Success,,F9 B4,Success,30 October 2017,15:36
44,,CCAFS,GovSat-1,"4,230 kg",GTO,SES,Success,,F9 B4,Controlled,15 December 2017,01:27
45,,VAFB,Paz,"2,150 kg",SSO,Hisdesat,Success,,F9 FTB1031.2,No attempt,23 December 2017,01:00
46,,CCAFS,Hispasat 30W-6,"6,092 kg",GTO,Hispasat,Success,,F9 B4,No attempt,8 January 2018,21:25
47,,VAFB,Iridium NEXT,"9,600 kg",Polar,Iridium Communications,Success,,F9 FTB1035.2,No attempt,31 January 2018,14:17
48,,CCAFS,SpaceX CRS-14,"2,647 kg",LEO,NASA,Success,,F9 FTB1036.2,No attempt,22 February 2018,05:33
49,,CCAFS,Transiting Exoplanet Survey Satellite,362 kg,HEO,NASA,Success,,F9 B4,Success,6 March 2018,14:14
50,,KSC,Bangabandhu-1,"3,600 kg",GTO,Thales-Alenia,Success,,F9 FTB1032.2,Success,30 March 2018,20:30
51,,VAFB,Iridium NEXT,"6,460 kg",Polar,Iridium Communications,Success,,F9 FTB1038.2,No attempt,2 April 2018,22:51
52,,CCAFS,SES-12,"5,384 kg",GTO,SES,Success,,F9 B4,No attempt,18 April 2018,20:14
53,,CCAFS,SpaceX CRS-15,"2,697 kg",LEO,NASA,Success,,F9 B4B1041.2,No attempt,11 May 2018,19:47
54,,CCAFS,Telstar 19V,"7,075 kg",GTO,Telesat,Success,,F9 B4B1039.2,Success,22 May 2018,04:45
55,,VAFB,Iridium NEXT,"9,600 kg",Polar,Iridium Communications,Success,,F9 B4,Success,4 June 2018,09:42
56,,CCAFS,Merah Putih,"5,800 kg",GTO,Telkom Indonesia,Success,,F9 B5B1046.1,Success,29 June 2018,05:50
57,,CCAFS,Telstar 18V,"7,060 kg",GTO,Telesat,Success,,F9 B4B1043.2,Success,22 July 2018,11:39
58,,VAFB,SAOCOM 1A,"3,000 kg",SSO,CONAE,Success,,F9 B4B1040.2,Success,25 July 2018,05:18
59,,KSC,Es'hail 2,"5,300 kg",GTO,Es'hailSat,Success,,F9 B4B1045.2,Success,7 August 2018,04:45
60,,VAFB,SSO-A,"~4,000 kg",SSO,Spaceflight Industries,Success,,F9 B5,Success,10 September 2018,02:22
61,,CCAFS,SpaceX CRS-16,"2,500 kg",LEO,NASA,"Success
",,F9 B5B1048,Failure,8 October 2018,20:46
62,,CCAFS,GPS III,"4,400 kg",MEO,USAF,Success,,F9 B5B1046.2,No attempt,15 November 2018,18:34:05
63,,VAFB,Iridium NEXT,"9,600 kg",Polar,Iridium Communications,"Success
",,F9 B5,Success,3 December 2018,18:16
64,,CCAFS,Nusantara Satu,"4,850 kg",GTO,PSN,"Success
",,F9 B5B1048.2,Success,5 December 2018,13:51
65,,KSC,Crew Dragon Demo-1,"12,055 kg",LEO,NASA,"Success
",,F9 B5B1047.2,Success,23 December 2018,15:31
66,,CCAFS,SpaceX CRS-17,"2,495 kg",LEO,NASA,"Success
",,F9 B5B1046.3,Success,11 January 2019,01:45
67,,CCAFS,Starlink,"13,620 kg",LEO,SpaceX,"Success
",,F9 B5,Success,22 February 2019,07:49
68,,VAFB,RADARSAT Constellation,"4,200 kg",SSO,Canadian Space Agency,"Success
",,F9 B5,Success,2 March 2019,06:48
69,,CCAFS,SpaceX CRS-18,"2,268 kg",LEO,NASA,"Success
",,F9 B5B1049.2,Success,4 May 2019,02:30
70,,CCAFS,AMOS-17,"6,500 kg",GTO,Spacecom,"Success
",,F9 B5B1048.3,No attempt,24 May 2019,14:17
71,,CCAFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,F9 B5[268],Success,12 June 2019,22:01
72,,CCAFS,SpaceX CRS-19,"2,617 kg",LEO,NASA,"Success
",,F9 B5,Success,25 July 2019,23:23
73,,CCAFS,JCSat-18,"6,956 kg",GTO,Sky Perfect JSAT,"Success
",,F9 B5B1049.3,Success,6 August 2019,14:56
74,,CCAFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,F9 B5B1051.2,Success,11 November 2019,17:29
75,,KSC,Crew Dragon in-flight abort test,"12,050 kg",Sub-orbital,NASA,"Success
",,F9 B5B1056.2,"No attempt
",5 December 2019,00:10
76,,CCAFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,F9 B5B1047.3,Success,17 December 2019,02:19:21
77,,CCAFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,F9 B5,Failure,7 January 2020,15:30
78,,CCAFS,SpaceX CRS-20,"1,977 kg",LEO,NASA,"Success
",,F9 B5,Success,19 January 2020,14:07
79,,KSC,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,F9 B5B1056.3,Failure,29 January 2020,15:05
80,,KSC,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,F9 B5,Success,17 February 2020,04:50
81,,KSC,Crew Dragon Demo-2,"12,530 kg",LEO,NASA,"Success
",,F9 B5,Success,7 March 2020,12:16
82,,CCAFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,F9 B5,Success,18 March 2020,19:30
83,,CCAFS,Starlink,"15,410 kg",LEO,SpaceX,"Success
",,F9 B5,Success,22 April 2020,19:22
84,,CCAFS,GPS III,"4,311 kg",MEO,U.S. Space Force,"Success
",,F9 B5,Success,30 May 2020,01:25
85,,CCAFS,ANASIS-II,"5,000–6,000 kg",GTO,Republic of Korea Army,"Success
",,F9 B5,Success,4 June 2020,09:21
86,,KSC,Starlink,"14,932 kg",LEO,SpaceX,"Success
",,F9 B5,Success,13 June 2020,20:10:46
87,,CCAFS,Starlink,"~15,440 kg",LEO,SpaceX,"Success
",,F9 B5,Success,30 June 2020,21:30
88,,CCAFS,SAOCOM 1B,"3,130 kg",SSO,CONAE,"Success
",,F9 B5,Success,20 July 2020,05:12
89,,KSC,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,F9 B5,Success,7 August 2020,14:31
90,,KSC,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,F9 B5,Success,18 August 2020,23:18
91,,KSC,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,F9 B5B1058.2,Success,30 August 2020,12:46:14
92,,CCAFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,F9 B5,Success,3 September 2020,11:29:34
93,,CCAFS,GPS III,"4,311 kg",MEO,USSF,"Success
",,F9 B5B1049.6,Success,6 October 2020,12:25:57
94,,KSC,Crew-1,"~12,500 kg",LEO,NASA,"Success
",,F9 B5,Success,18 October 2020,15:31:34
95,,VAFB,Sentinel-6 Michael Freilich (Jason-CS A),"1,192 kg",LEO,NASA,"Success
",,F9 B5B1060.2,Success,24 October 2020,23:24:23
96,,CCAFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,F9 B5B1058.3,Success,5 November 2020,00:27
97,,KSC,SpaceX CRS-21,"2,972 kg",LEO,NASA,"Success
",,F9 B5B1051.6,Success,16 November 2020,17:17:08
98,,CCSFS,SXM-7,"7,000 kg",GTO,Sirius XM,"Success
",,F9 B5,Success,21 November 2020,02:13
99,,KSC,NROL-108,C,LEO,NRO,"Success
",,F9 B5,Success,25 November 2020,16:17:08
100,,CCSFS,Türksat 5A,"3,500 kg",GTO,Türksat,"Success
",,F9 B5,Success,6 December 2020,17:30:00
101,,KSC,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,F9 B5,Success,13 December 2020,14:00:00
102,,CCSFS,Transporter-1,"~5,000 kg",SSO,"Various
","Success
",,F9 B5 ♺,Success,19 December 2020,02:15
103,,CCSFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,F9 B5 ♺,Success,8 January 2021,13:02
104,,CCSFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,F9 B5 ♺,Failure,20 January 2021,15:00
105,,KSC,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,F9 B5 ♺,Success,24 January 2021,06:19
106,,CCSFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,F9 B5,Success,4 February 2021,03:59:37
107,,KSC,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,F9 B5B1051.8,Success,16 February 2021,08:24
108,,CCSFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,F9 B5B1058.5,Success,4 March 2021,08:13:29
109,,CCSFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,F9 B5 ♺,Success,11 March 2021,10:01
110,,KSC,Crew-2,"~13,000 kg",LEO,NASA,"Success
",,F9 B5 ♺,Success,14 March 2021,08:28
111,,CCSFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,F9 B5 ♺,Success,24 March 2021,16:34
112,,KSC,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,F9 B5 ♺,Success,7 April 2021,9:49
113,,CCSFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,F9 B5 ♺,Success,23 April 2021,03:44
114,,KSC,Starlink,"~14,000 kg",LEO,SpaceX,"Success
",,F9 B5B1060.6,Success,29 April 2021,19:01
115,,CCSFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,F9 B5 ♺,Success,4 May 2021,06:42
116,,KSC,SpaceX CRS-22,"3,328 kg",LEO,NASA,"Success
",,F9 B5B1061.2,Success,9 May 2021,22:56
117,,CCSFS,SXM-8,"7,000 kg",GTO,Sirius XM,"Success
",,F9 B5B1060.7,Success,15 May 2021,18:59
118,,F9 v1.0B0003.1,F9 v1.0B0003.1,F9 B5,F9 v1.0B0003.1,SpaceX,F9 v1.0B0003.1,,F9 B5B1049.9,F9 v1.0B0003.1,26 May 2021,17:29
119,,F9 v1.0B0004.1,F9 v1.0B0004.1,F9 v1.0B0003.1,F9 v1.0B0004.1,NASA,F9 v1.0B0004.1,,F9 B5B1051.10,F9 v1.0B0004.1,3 June 2021,04:26
120,,F9 v1.0B0005.1,F9 v1.0B0005.1,F9 v1.0B0004.1,F9 v1.0B0005.1,NASA,F9 v1.0B0005.1,,F9 B5B1058.8,F9 v1.0B0005.1,6 June 2021,F9 B5
121,,F9 v1.0B0006.1,F9 v1.0B0006.1,F9 v1.0B0005.1,F9 v1.0B0006.1,NASA,F9 v1.0B0006.1,,F9 B5B1063.2,F9 v1.0B0006.1,F9 B5,F9 v1.0B0003.1
F9 B5,,F9 v1.0B0007.1,F9 v1.0B0007.1,F9 v1.0B0006.1,F9 v1.0B0007.1,NASA,F9 v1.0B0007.1,,F9 B5B1067.1,F9 v1.0B0007.1,F9 v1.0B0003.1,F9 v1.0B0004.1
F9 v1.0B0003.1,,F9 v1.1B1003,F9 v1.1B1003,F9 v1.0B0007.1,F9 v1.1B1003,MDA,F9 v1.1B1003,,F9 B5,F9 v1.1B1003,F9 v1.0B0004.1,F9 v1.0B0005.1
F9 v1.0B0004.1,,F9 v1.1,F9 v1.1,F9 v1.1B1003,F9 v1.1,SES,F9 v1.1,,F9 v1.0B0003.1,F9 v1.1,F9 v1.0B0005.1,F9 v1.0B0006.1
F9 v1.0B0005.1,,F9 v1.1,F9 v1.1,F9 v1.1,F9 v1.1,Thaicom,F9 v1.1,,F9 v1.0B0004.1,F9 v1.1,F9 v1.0B0006.1,F9 v1.0B0007.1
F9 v1.0B0006.1,,F9 v1.1,F9 v1.1,F9 v1.1,F9 v1.1,NASA,F9 v1.1,,F9 v1.0B0005.1,F9 v1.1,F9 v1.0B0007.1,F9 v1.1B1003
F9 v1.0B0007.1,,F9 v1.1,F9 v1.1,F9 v1.1,F9 v1.1,Orbcomm,F9 v1.1,,F9 v1.0B0006.1,F9 v1.1,F9 v1.1B1003,F9 v1.1
F9 v1.1B1003,,F9 v1.1,F9 v1.1,F9 v1.1,F9 v1.1,AsiaSat,F9 v1.1,,F9 v1.0B0007.1,F9 v1.1,F9 v1.1,F9 v1.1
F9 v1.1,,F9 v1.1,F9 v1.1,F9 v1.1,F9 v1.1,AsiaSat,F9 v1.1,,F9 v1.1B1003,F9 v1.1,F9 v1.1,F9 v1.1
F9 v1.1,,F9 v1.1,F9 v1.1,F9 v1.1,F9 v1.1,NASA,F9 v1.1,,F9 v1.1,F9 v1.1,F9 v1.1,F9 v1.1
F9 v1.1,,F9 v1.1,F9 v1.1,F9 v1.1,F9 v1.1,NASA,F9 v1.1,,F9 v1.1,F9 v1.1,F9 v1.1,F9 v1.1
F9 v1.1,,F9 v1.1,F9 v1.1,F9 v1.1,F9 v1.1,USAF,F9 v1.1,,F9 v1.1,F9 v1.1,F9 v1.1,F9 v1.1
F9 v1.1,,F9 v1.1,F9 v1.1,F9 v1.1,F9 v1.1,ABS,F9 v1.1,,F9 v1.1,F9 v1.1,F9 v1.1,F9 v1.1
F9 v1.1,,F9 v1.1,F9 v1.1,F9 v1.1,F9 v1.1,NASA,F9 v1.1,,F9 v1.1,F9 v1.1,F9 v1.1,F9 v1.1
F9 v1.1,,F9 v1.1,F9 v1.1,F9 v1.1,F9 v1.1,,F9 v1.1,,F9 v1.1,F9 v1.1,F9 v1.1,F9 v1.1
F9 v1.1,,F9 v1.1,F9 v1.1,F9 v1.1,F9 v1.1,NASA,F9 v1.1,,F9 v1.1,F9 v1.1,F9 v1.1,F9 v1.1
F9 v1.1,,F9 FT,F9 FT,F9 v1.1,F9 FT,Orbcomm,F9 FT,,F9 v1.1,F9 FT,F9 v1.1,F9 v1.1
F9 v1.1,,F9 v1.1,F9 v1.1,F9 FT,F9 v1.1,NASA,F9 v1.1,,F9 v1.1,F9 v1.1,F9 v1.1,F9 v1.1
F9 v1.1,,F9 FT,F9 FT,F9 v1.1,F9 FT,SES,F9 FT,,F9 v1.1,F9 FT,F9 v1.1,F9 v1.1
F9 v1.1,,F9 FT,F9 FT,F9 FT,F9 FT,NASA,F9 FT,,F9 v1.1,F9 FT,F9 v1.1,F9 FT
F9 v1.1,,F9 FT,F9 FT,F9 FT,F9 FT,SKY Perfect JSAT Group,F9 FT,,F9 v1.1,F9 FT,F9 FT,F9 v1.1
F9 FT,,F9 FT,F9 FT,F9 FT,F9 FT,Thaicom,F9 FT,,F9 v1.1,F9 FT,F9 v1.1,F9 FT
F9 v1.1,,F9 FT,F9 FT,F9 FT,F9 FT,ABS,F9 FT,,F9 FT,F9 FT,F9 FT,F9 FT
F9 FT,,F9 FT,F9 FT,F9 FT,F9 FT,NASA,F9 FT,,F9 v1.1,F9 FT,F9 FT,F9 FT
F9 FT,,F9 FT,F9 FT,F9 FT,F9 FT,SKY Perfect JSAT Group,F9 FT,,F9 FT,F9 FT,F9 FT,F9 FT
F9 FT,,F9 FT,F9 FT,F9 FT,F9 FT,Iridium Communications,F9 FT,,F9 FT,F9 FT,F9 FT,F9 FT
F9 FT,,F9 FT,F9 FT,F9 FT,F9 FT,NASA,F9 FT,,F9 FT,F9 FT,F9 FT,F9 FT
F9 FT,,F9 FT,F9 FT,F9 FT,F9 FT,EchoStar,F9 FT,,F9 FT,F9 FT,F9 FT,F9 FT
F9 FT,,F9 FT♺,F9 FT♺,F9 FT,F9 FT♺,SES,F9 FT♺,,F9 FT,F9 FT♺,F9 FT,F9 FT
F9 FT,,F9 FT,F9 FT,F9 FT♺,F9 FT,NRO,F9 FT,,F9 FT,F9 FT,F9 FT,F9 FT
F9 FT,,F9 FT,F9 FT,F9 FT,F9 FT,Inmarsat,F9 FT,,F9 FT,F9 FT,F9 FT,F9 FT
F9 FT,,F9 FT,F9 FT,F9 FT,F9 FT,NASA,F9 FT,,F9 FT,F9 FT,F9 FT,F9 FT♺
F9 FT,,F9 FTB1029.2,F9 FTB1029.2,F9 FT,F9 FTB1029.2,Bulsatcom,F9 FTB1029.2,,F9 FT,F9 FTB1029.2,F9 FT♺,F9 FT
F9 FT♺,,F9 FT,F9 FT,F9 FTB1029.2,F9 FT,Iridium Communications,F9 FT,,F9 FT,F9 FT,F9 FT,F9 FT
F9 FT,,F9 FT,F9 FT,F9 FT,F9 FT,Intelsat,F9 FT,,F9 FT♺,F9 FT,F9 FT,F9 FT
F9 FT,,F9 B4,F9 B4,F9 FT,F9 B4,NASA,F9 B4,,F9 FT,F9 B4,F9 FT,F9 FTB1029.2
F9 FT,,F9 FT,F9 FT,F9 B4,F9 FT,NSPO,F9 FT,,F9 FT,F9 FT,F9 FTB1029.2,F9 FT
F9 FTB1029.2,,F9 B4,F9 B4,F9 FT,F9 B4,USAF,F9 B4,,F9 FT,F9 B4,F9 FT,F9 FT
F9 FT,,F9 B4,F9 B4,F9 B4,F9 B4,Iridium Communications,F9 B4,,F9 FTB1029.2,F9 B4,F9 FT,F9 B4
F9 FT,,F9 FTB1031.2,F9 FTB1031.2,F9 B4,F9 FTB1031.2,SES S.A.,F9 FTB1031.2,,F9 FT,F9 FTB1031.2,F9 B4,F9 FT
F9 B4,,F9 B4,F9 B4,F9 FTB1031.2,F9 B4,KT Corporation,F9 B4,,F9 FT,F9 B4,F9 FT,F9 B4
F9 FT,,F9 FTB1035.2,F9 FTB1035.2,F9 B4,F9 FTB1035.2,NASA,F9 FTB1035.2,,F9 B4,F9 FTB1035.2,F9 B4,F9 B4
F9 B4,,F9 FTB1036.2,F9 FTB1036.2,F9 FTB1035.2,F9 FTB1036.2,Iridium Communications,F9 FTB1036.2,,F9 FT,F9 FTB1036.2,F9 B4,F9 FTB1031.2
F9 B4,,F9 B4,F9 B4,F9 FTB1036.2,F9 B4,Northrop Grumman,F9 B4,,F9 B4,F9 B4,F9 FTB1031.2,F9 B4
F9 FTB1031.2,,F9 FTB1032.2,F9 FTB1032.2,F9 B4,F9 FTB1032.2,SES,F9 FTB1032.2,,F9 B4,F9 FTB1032.2,F9 B4,F9 FTB1035.2
F9 B4,,F9 FTB1038.2,F9 FTB1038.2,F9 FTB1032.2,F9 FTB1038.2,Hisdesat,F9 FTB1038.2,,F9 FTB1031.2,F9 FTB1038.2,F9 FTB1035.2,F9 FTB1036.2
F9 FTB1035.2,,F9 B4,F9 B4,F9 FTB1038.2,F9 B4,Hispasat,F9 B4,,F9 B4,F9 B4,F9 FTB1036.2,F9 B4
F9 FTB1036.2,,F9 B4B1041.2,F9 B4B1041.2,F9 B4,F9 B4B1041.2,Iridium Communications,F9 B4B1041.2,,F9 FTB1035.2,F9 B4B1041.2,F9 B4,F9 FTB1032.2
F9 B4,,F9 B4B1039.2,F9 B4B1039.2,F9 B4B1041.2,F9 B4B1039.2,NASA,F9 B4B1039.2,,F9 FTB1036.2,F9 B4B1039.2,F9 FTB1032.2,F9 FTB1038.2
F9 FTB1032.2,,F9 B4,F9 B4,F9 B4B1039.2,F9 B4,NASA,F9 B4,,F9 B4,F9 B4,F9 FTB1038.2,F9 B4
F9 FTB1038.2,,F9 B5B1046.1,F9 B5B1046.1,F9 B4,F9 B5B1046.1,Thales-Alenia,F9 B5B1046.1,,F9 FTB1032.2,F9 B5B1046.1,F9 B4,F9 B4B1041.2
F9 B4,,F9 B4B1043.2,F9 B4B1043.2,F9 B5B1046.1,F9 B4B1043.2,Iridium Communications,F9 B4B1043.2,,F9 FTB1038.2,F9 B4B1043.2,F9 B4B1041.2,F9 B4B1039.2
F9 B4B1041.2,,F9 B4B1040.2,F9 B4B1040.2,F9 B4B1043.2,F9 B4B1040.2,SES,F9 B4B1040.2,,F9 B4,F9 B4B1040.2,F9 B4B1039.2,F9 B4
F9 B4B1039.2,,F9 B4B1045.2,F9 B4B1045.2,F9 B4B1040.2,F9 B4B1045.2,NASA,F9 B4B1045.2,,F9 B4B1041.2,F9 B4B1045.2,F9 B4,F9 B5B1046.1
F9 B4,,F9 B5,F9 B5,F9 B4B1045.2,F9 B5,Telesat,F9 B5,,F9 B4B1039.2,F9 B5,F9 B5B1046.1,F9 B4B1043.2
F9 B5B1046.1,,F9 B5B1048,F9 B5B1048,F9 B5,F9 B5B1048,Iridium Communications,F9 B5B1048,,F9 B4,F9 B5B1048,F9 B4B1043.2,F9 B4B1040.2
F9 B4B1043.2,,F9 B5B1046.2,F9 B5B1046.2,F9 B5B1048,F9 B5B1046.2,Telkom Indonesia,F9 B5B1046.2,,F9 B5B1046.1,F9 B5B1046.2,F9 B4B1040.2,F9 B4B1045.2
F9 B4B1040.2,,F9 B5,F9 B5,F9 B5B1046.2,F9 B5,Telesat,F9 B5,,F9 B4B1043.2,F9 B5,F9 B4B1045.2,F9 B5
F9 B4B1045.2,,F9 B5B1048.2,F9 B5B1048.2,F9 B5,F9 B5B1048.2,CONAE,F9 B5B1048.2,,F9 B4B1040.2,F9 B5B1048.2,F9 B5,F9 B5B1048
F9 B5,,F9 B5B1047.2,F9 B5B1047.2,F9 B5B1048.2,F9 B5B1047.2,Es'hailSat,F9 B5B1047.2,,F9 B4B1045.2,F9 B5B1047.2,F9 B5B1048,F9 B5B1046.2
F9 B5B1048,,F9 B5B1046.3,F9 B5B1046.3,F9 B5B1047.2,F9 B5B1046.3,Spaceflight Industries,F9 B5B1046.3,,F9 B5,F9 B5B1046.3,F9 B5B1046.2,F9 B5
F9 B5B1046.2,,F9 B5,F9 B5,F9 B5B1046.3,F9 B5,NASA,F9 B5,,F9 B5B1048,F9 B5,F9 B5,F9 B5B1048.2
F9 B5,,F9 B5,F9 B5,F9 B5,F9 B5,USAF,F9 B5,,F9 B5B1046.2,F9 B5,F9 B5B1048.2,F9 B5B1047.2
F9 B5B1048.2,,F9 B5B1049.2,F9 B5B1049.2,F9 B5,F9 B5B1049.2,Iridium Communications,F9 B5B1049.2,,F9 B5,F9 B5B1049.2,F9 B5B1047.2,F9 B5B1046.3
F9 B5B1047.2,,F9 B5B1048.3,F9 B5B1048.3,F9 B5B1049.2,F9 B5B1048.3,PSN,F9 B5B1048.3,,F9 B5B1048.2,F9 B5B1048.3,F9 B5B1046.3,F9 B5
F9 B5B1046.3,,F9 B5[268],F9 B5[268],F9 B5B1048.3,F9 B5[268],NASA,F9 B5[268],,F9 B5B1047.2,F9 B5[268],F9 B5,F9 B5
F9 B5,,F9 B5,F9 B5,F9 B5[268],F9 B5,NASA,F9 B5,,F9 B5B1046.3,F9 B5,F9 B5,F9 B5B1049.2
F9 B5,,F9 B5B1049.3,F9 B5B1049.3,F9 B5,F9 B5B1049.3,SpaceX,F9 B5B1049.3,,F9 B5,F9 B5B1049.3,F9 B5B1049.2,F9 B5B1048.3
F9 B5B1049.2,,F9 B5B1051.2,F9 B5B1051.2,F9 B5B1049.3,F9 B5B1051.2,Canadian Space Agency,F9 B5B1051.2,,F9 B5,F9 B5B1051.2,F9 B5B1048.3,F9 B5[268]
F9 B5B1048.3,,F9 B5B1056.2,F9 B5B1056.2,F9 B5B1051.2,F9 B5B1056.2,NASA,F9 B5B1056.2,,F9 B5B1049.2,F9 B5B1056.2,F9 B5[268],F9 B5
F9 B5[268],,F9 B5B1047.3,F9 B5B1047.3,F9 B5B1056.2,F9 B5B1047.3,Spacecom,F9 B5B1047.3,,F9 B5B1048.3,F9 B5B1047.3,F9 B5,F9 B5B1049.3
F9 B5,,F9 B5,F9 B5,F9 B5B1047.3,F9 B5,SpaceX,F9 B5,,F9 B5[268],F9 B5,F9 B5B1049.3,F9 B5B1051.2
F9 B5B1049.3,,F9 B5,F9 B5,F9 B5,F9 B5,NASA,F9 B5,,F9 B5,F9 B5,F9 B5B1051.2,F9 B5B1056.2
F9 B5B1051.2,,F9 B5B1056.3,F9 B5B1056.3,F9 B5,F9 B5B1056.3,Sky Perfect JSAT,F9 B5B1056.3,,F9 B5B1049.3,F9 B5B1056.3,F9 B5B1056.2,F9 B5B1047.3
F9 B5B1056.2,,F9 B5,F9 B5,F9 B5B1056.3,F9 B5,SpaceX,F9 B5,,F9 B5B1051.2,F9 B5,F9 B5B1047.3,F9 B5
F9 B5B1047.3,,F9 B5,F9 B5,F9 B5,F9 B5,NASA,F9 B5,,F9 B5B1056.2,F9 B5,F9 B5,F9 B5
F9 B5,,F9 B5,F9 B5,F9 B5,F9 B5,SpaceX,F9 B5,,F9 B5B1047.3,F9 B5,F9 B5,F9 B5B1056.3
F9 B5,,F9 B5,F9 B5,F9 B5,F9 B5,SpaceX,F9 B5,,F9 B5,F9 B5,F9 B5B1056.3,F9 B5
F9 B5B1056.3,,F9 B5,F9 B5,F9 B5,F9 B5,NASA,F9 B5,,F9 B5,F9 B5,F9 B5,F9 B5
F9 B5,,F9 B5,F9 B5,F9 B5,F9 B5,SpaceX,F9 B5,,F9 B5B1056.3,F9 B5,F9 B5,F9 B5
F9 B5,,F9 B5,F9 B5,F9 B5,F9 B5,SpaceX,F9 B5,,F9 B5,F9 B5,F9 B5,F9 B5
F9 B5,,F9 B5,F9 B5,F9 B5,F9 B5,NASA,F9 B5,,F9 B5,F9 B5,F9 B5,F9 B5
F9 B5,,F9 B5,F9 B5,F9 B5,F9 B5,SpaceX,F9 B5,,F9 B5,F9 B5,F9 B5,F9 B5
F9 B5,,F9 B5,F9 B5,F9 B5,F9 B5,SpaceX,F9 B5,,F9 B5,F9 B5,F9 B5,F9 B5
F9 B5,,F9 B5,F9 B5,F9 B5,F9 B5,U.S. Space Force,F9 B5,,F9 B5,F9 B5,F9 B5,F9 B5
F9 B5,,F9 B5B1058.2,F9 B5B1058.2,F9 B5,F9 B5B1058.2,Republic of Korea Army,F9 B5B1058.2,,F9 B5,F9 B5B1058.2,F9 B5,F9 B5
F9 B5,,F9 B5,F9 B5,F9 B5B1058.2,F9 B5,SpaceX,F9 B5,,F9 B5,F9 B5,F9 B5,F9 B5
F9 B5,,F9 B5B1049.6,F9 B5B1049.6,F9 B5,F9 B5B1049.6,SpaceX,F9 B5B1049.6,,F9 B5,F9 B5B1049.6,F9 B5,F9 B5
F9 B5,,F9 B5,F9 B5,F9 B5B1049.6,F9 B5,CONAE,F9 B5,,F9 B5,F9 B5,F9 B5,F9 B5B1058.2
F9 B5,,F9 B5B1060.2,F9 B5B1060.2,F9 B5,F9 B5B1060.2,SpaceX,F9 B5B1060.2,,F9 B5,F9 B5B1060.2,F9 B5B1058.2,F9 B5
F9 B5B1058.2,,F9 B5B1058.3,F9 B5B1058.3,F9 B5B1060.2,F9 B5B1058.3,SpaceX,F9 B5B1058.3,,F9 B5,F9 B5B1058.3,F9 B5,F9 B5B1049.6
F9 B5,,F9 B5B1051.6,F9 B5B1051.6,F9 B5B1058.3,F9 B5B1051.6,SpaceX,F9 B5B1051.6,,F9 B5B1058.2,F9 B5B1051.6,F9 B5B1049.6,F9 B5
F9 B5B1049.6,,F9 B5,F9 B5,F9 B5B1051.6,F9 B5,SpaceX,F9 B5,,F9 B5,F9 B5,F9 B5,F9 B5B1060.2
F9 B5,,F9 B5,F9 B5,F9 B5,F9 B5,USSF,F9 B5,,F9 B5B1049.6,F9 B5,F9 B5B1060.2,F9 B5B1058.3
F9 B5B1060.2,,F9 B5,F9 B5,F9 B5,F9 B5,NASA,F9 B5,,F9 B5,F9 B5,F9 B5B1058.3,F9 B5B1051.6
